Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Abstract,Publication Stage,Access Type,EID
"Lee J.M., Partridge S.C., Liao G.J., Hippe D.S., Kim A.E., Lee C.I., Rahbar H., Scheel J.R., Lehman C.D.","7601471894;57203030067;57203176682;26967805400;57206698835;55644003749;22734607500;36830423400;57203068727;","Double reading of automated breast ultrasound with digital mammography or digital breast tomosynthesis for breast cancer screening",2019,"Clinical Imaging",,"10.1016/j.clinimag.2019.01.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061866931&doi=10.1016%2fj.clinimag.2019.01.019&partnerID=40&md5=318b667031583bf37daf9b241ff3115f","Purpose: To evaluate the impact of double reading automated breast ultrasound (ABUS) when added to full field digital mammography (FFDM) or digital breast tomosynthesis (DBT) for breast cancer screening. Methods: From April 2014 to June 2015, 124 women with dense breasts and intermediate to high breast cancer risk were recruited for screening with FFDM, DBT, and ABUS. Readers used FFDM and DBT in clinical practice and received ABUS training prior to study initiation. FFDM or DBT were first interpreted alone by two independent readers and then with ABUS. All recalled women underwent diagnostic workup with at least one year of follow-up. Recall rates were compared using the sign test; differences in outcomes were evaluated using Fisher's exact test. Results: Of 121 women with complete follow-up, all had family (35.5%) or personal (20.7%) history of breast cancer, or both (43.8%). Twenty-four women (19.8%) were recalled by at least one modality. Recalls increased from 5.0% to 13.2% (p = 0.002) when ABUS was added to FFDM and from 3.3% to 10.7% (p = 0.004) when ABUS was added to DBT. Findings recalled by both readers were more likely to result in a recommendation for short term follow-up imaging or tissue biopsy compared to findings recalled by only one reader (100% vs. 42.1%, p = 0.041). The cancer detection rate was 8.3 per 1000 screens (1/121); mode of detection: FFDM and DBT. Conclusions: Adding ABUS significantly increased the recall rate of both FFDM and DBT screening. Double reading of ABUS during early phase adoption may reduce false positive recalls. © 2019 Elsevier Inc.","Final",,2-s2.0-85061866931
"Márquez-Garbán D.C., Gorrín-Rivas M., Chen H.-W., Sterling C., Jr., Elashoff D., Hamilton N., Pietras R.J.","10139716600;6602255179;8357795200;57206664099;57203070875;8836521500;7006082560;","Squalamine blocks tumor-associated angiogenesis and growth of human breast cancer cells with or without HER-2/neu overexpression",2019,"Cancer Letters",,"10.1016/j.canlet.2019.02.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061800736&doi=10.1016%2fj.canlet.2019.02.009&partnerID=40&md5=2e13d1d5744ea990c5013947c3290ee4","Angiogenesis is critical for breast cancer progression. Overexpression of HER-2/neu receptors occur in 25–30% of breast cancers, and treatment with trastuzumab inhibits HER-2-overexpressing tumor growth. Notably, HER-2-mediated signaling enhances vascular endothelial growth factor (VEGF) secretion to increase tumor-associated angiogenesis. Squalamine (aminosterol compound) suppresses VEGF-induced activation of kinases in vascular endothelial cells and inhibits tumor-associated angiogenesis. We assessed antitumor effects of squalamine either alone or with trastuzumab in nude mice bearing breast tumor xenografts without (MCF-7) or with HER2-overexpression (MCF-7/HER-2). Squalamine alone inhibited progression of MCF-7 tumors lacking HER2 overexpression, and squalamine combined with trastuzumab elicited marked inhibition of MCF-7/HER2 growth exceeding that of trastuzumab alone. MCF-7/HER-2 cells secrete higher levels of VEGF than MCF-7 cells, but squalamine elicited no growth inhibition of either MCF-7/HER-2 or MCF-7 cells in vitro. However, squalamine did stop growth of human umbilical vein endothelial cells (HUVECs) and reduced VEGF-induced endothelial tube-like formations in vitro. These effects correlated with blockade of focal adhesion kinase phosphorylation and stress fiber assembly in HUVECs. Thus, squalamine effectively inhibits growth of breast cancers with or without HER-2-overexpression, an effect due in part to blockade of tumor-associated angiogenesis. © 2019 Elsevier B.V.","Final",,2-s2.0-85061800736
"Stewart M.E., Knisely A.T., Sullivan M.W., Ring K.L., Modesitt S.C.","57205639456;57200935812;57201271397;26436331500;6603039743;","Evaluation of screening and risk-reducing surgery for women followed in a high-risk breast/ovarian cancer clinic: it is all about the tubes in BRCA mutation carriers",2019,"Gynecologic Oncology Reports",,"10.1016/j.gore.2019.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060936514&doi=10.1016%2fj.gore.2019.01.010&partnerID=40&md5=2efb2f1a8f1dc3c10a9b15f4f34e7ed0","The objectives of this study were to determine both surgical and subsequent cancer outcomes for high-risk women from the University of Virginia's High-Risk Breast/Ovarian Cancer clinic undergoing ovarian cancer risk-reducing surgery. Retrospective review identified high risk women who had ovarian risk reducing surgery over the past decade and surgical outcomes, pathology, pre-operative screening results, and pre-/post-operative cancer diagnoses were evaluated. One hundred and eighty-three high-risk women had risk reducing surgery at a mean age of 50.1 years and with a mean BMI of 28.9 kg/m2 at the time of surgery. Most women (103; 56.3%) had a strong family history of cancer concerning for a hereditary syndrome without an identified mutation, 35.5% of women carried a known deleterious mutation and 7.7% of women had a personal history of breast or ovarian cancer. The most common procedure was a risk-reducing bilateral salpingo-oophorectomy with or without hysterectomy (RRBSO, 89.1%). All women underwent the Sectioning and Extensively Examining the Fimbriated End (SEE-FIM) pathology protocol which found two (1.1%) invasive ovarian cancers (one ovarian/tubal carcinosarcoma, one granulosa cell ovarian cancer), three (1.6%) serous tubal intraepithelial carcinomas (STIC), and one (1.1%) invasive fallopian tube cancer. Subsequent cancer diagnoses included one (0.5%) primary peritoneal cancer, four (2.2%) DCIS, and seven (3.8%) invasive breast cancers. Ultimately, among all high-risk women undergoing RR surgery, about 3.3% were diagnosed with a STIC or an ovarian cancer none of which were identified on screening. All STIC and tubal cancers were diagnosed in women with BRCA mutations (6.6% rate for this group). © 2019","Final",Open Access,2-s2.0-85060936514
"Boyle C.C., Cole S.W., Dutcher J.M., Eisenberger N.I., Bower J.E.","57139899000;55237592900;55623517100;6507161884;7202437393;","Changes in eudaimonic well-being and the conserved transcriptional response to adversity in younger breast cancer survivors",2019,"Psychoneuroendocrinology",,"10.1016/j.psyneuen.2019.01.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060532946&doi=10.1016%2fj.psyneuen.2019.01.024&partnerID=40&md5=78d98cf35dd20b604d9cee97dc8f8d9b","Background: The conserved transcriptional response to adversity (CTRA), characterized by increased expression of proinflammatory genes and decreased expression of antiviral and antibody-related genes, is upregulated in the context of chronic adversity and distress and has been linked to cancer progression. Several studies suggest that the CTRA may also be down-regulated in association with some positive psychological states, particularly eudaimonic well-being. However, it is not clear if the link between inter-individual differences in the CTRA and eudaimonic well-being can be extended to intra-individual change. Using a standardized mindfulness-based intervention, the current study tested whether mindfulness-related increases in eudaimonic well-being related to intra-individual reduction in the CTRA in a sample of younger breast cancer survivors. Methods: Participants were 22 women who had been diagnosed and treated for early-stage breast cancer at or before age 50 (M age = 46.6 years) and had no evidence of active disease. Women completed self-report questionnaires and provided peripheral blood samples before and after a 6-week mindfulness meditation intervention. Regression analyses were used to quantify associations between the magnitude of change in eudaimonic well-being and the magnitude of change in the global CTRA score. Results: Women reported significant increases in eudaimonic well–being and showed decreased expression of the pro-inflammatory subcomponent of the CTRA from pre- to post-intervention. The magnitude of increase in eudaimonic well-being was associated with the magnitude of decrease in the composite CTRA score, and this relationship was driven primarily by increased expression of the antiviral/antibody-related CTRA subcomponent. While the intervention was also associated with reduced depressive symptoms, there was no association between change in depressive symptoms and change in the overall CTRA composite score or either of its subcomponents. Conclusions: Results are consistent with the hypothesis that eudaimonic well-being may be an important mechanism in interventions aimed at enhancing health in vulnerable groups, and contribute to our understanding of how psychological well-being may influence physical health in cancer patients. © 2019 Elsevier Ltd","Final",,2-s2.0-85060532946
"Cao Y., Feng Y.-H., Gao L.-W., Li X.-Y., Jin Q.-X., Wang Y.-Y., Xu Y.-Y., Jin F., Lu S.-L., Wei M.-J.","57207378592;36027908000;57201446449;57192498063;56182069100;57193857605;57169148500;26643362400;7404227305;57207268288;","Artemisinin enhances the anti-tumor immune response in 4T1 breast cancer cells in vitro and in vivo",2019,"International Immunopharmacology",,"10.1016/j.intimp.2019.01.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061812569&doi=10.1016%2fj.intimp.2019.01.041&partnerID=40&md5=bebe4b62376a669fcba5d583d332f843","Background: Breast cancer is a prominent cause of death among women worldwide. Recent studies have demonstrated that artemisinin (ART) displays anti-tumor activity. Using a mouse breast cancer model, we investigated the effects of ART in vitro and in vivo to determine how it influences the anti-tumor immune response. Methods: We measured the proliferation and apoptosis of 4T1 cells in vitro after ART treatment by MTT assay and FACS. To examine the effects of ART in vivo, tumor volumes and survival rates were measured in 4T1 tumor-bearing mice. FACS was used to determine the frequencies of Tregs, MDSCs, CD4 + IFN-γ + T cells, and CTLs in the tumors and spleens of the mice. mRNA levels of the transcription factors T-bet and FOXP3 and cytokines IFN-γ TNF-α TGF-β and IL-10 were also determined by real-time RT-PCR. ELISA was used to measure TGF-β protein levels in the cell culture supernatants. Results: ART supplementation significantly increased 4T1 cell apoptosis and decreased TGF-β levels in vitro. ART also impeded tumor growth in 4T1 TB mice and extended their survival. MDSC and Treg frequencies significantly decreased in the 4T1 TB mice after ART treatment while CD4 + IFN-γ + T cells and CTLs significantly increased. ART significantly increased T-bet, IFN-γ and TNF-α mRNA levels within the tumor and significantly decreased TGF-β mRNA levels. Conclusion: ART supplementation hindered 4T1 tumor growth in vivo by promoting T cell activation and quelling immunosuppression from Tregs and MDSCs in the tumor. © 2019 The Authors","Final",Open Access,2-s2.0-85061812569
"Owen W.A., Brazeal H.A., Shaw H.L., Lee M.V., Appleton C.M., Holley S.O.","57206847043;57196414837;57201702409;57191997834;54584865400;55364437400;","Focal breast pain: imaging evaluation and outcomes",2019,"Clinical Imaging",,"10.1016/j.clinimag.2019.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062020128&doi=10.1016%2fj.clinimag.2019.02.008&partnerID=40&md5=834a1156c49a256ba65ca0f7d8f44168","Objectives: To determine the number and characteristics of cancers detected and the optimal imaging evaluation in women presenting with focal breast pain (FBP). Materials and methods: We performed a retrospective review of 4720 women who underwent imaging for FBP from 2001 to 2013. Women 18 and over with one or two foci of breast pain and no concurrent breast symptoms were included. 944 patients met criteria. We recorded the imaging work-up, presence and type of finding at the site of pain, BI-RADS® assessment, and pathological outcomes. Subsequent imaging and clinical follow up was recorded. Results: Imaging evaluation consisted of sonogram alone in 286 women, mammogram alone in 231 women, and both in 427 women. 113 women had an imaging finding at the site of pain; 103 were designated benign or probably benign. 12 biopsies of corresponding findings were performed: 9 benign, 1 invasive lobular carcinoma, 1 invasive ductal carcinoma, 1 ductal carcinoma in situ. All three malignancies were seen mammographically; 2 had an ultrasound correlate. At initial evaluation, 4 incidental breast cancers were diagnosed remote from the site of FBP. All were seen on mammogram and 2 of 4 had an ultrasound correlate. On follow up evaluation, 9 cancers were diagnosed at the site of pain and 13 incidental cancers were diagnosed. Conclusion: FBP is rarely associated with malignancy. Targeted ultrasound may be deferred in women 40 and older with FBP, no other clinical findings, and a negative mammogram. © 2019","Final",,2-s2.0-85062020128
"Veta M., Heng Y.J., Stathonikos N., Bejnordi B.E., Beca F., Wollmann T., Rohr K., Shah M.A., Wang D., Rousson M., Hedlund M., Tellez D., Ciompi F., Zerhouni E., Lanyi D., Viana M., Kovalev V., Liauchuk V., Phoulady H.A., Qaiser T., Graham S., Rajpoot N., Sjöblom E., Molin J., Paeng K., Hwang S., Park S., Jia Z., Chang E.I.-C., Xu Y., Beck A.H., van Diest P.J., Pluim J.P.W.","36519821000;24830427300;56141412100;56986708300;23993469500;57191263290;55332030200;57207451443;57199861588;55999819700;57194460941;57199848524;32667506900;57190216046;55837945300;7005844510;7201852072;57193451925;56741276100;57190982929;56927520600;8042017200;57192938042;57207563228;56435898700;57190258611;57195773099;56939734100;7401837784;57192065052;35363449100;57204040972;6701614327;","Predicting breast tumor proliferation from whole-slide images: The TUPAC16 challenge",2019,"Medical Image Analysis",,"10.1016/j.media.2019.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062515954&doi=10.1016%2fj.media.2019.02.012&partnerID=40&md5=a0894ace138d88b448be1aaee1ea56bb","Tumor proliferation is an important biomarker indicative of the prognosis of breast cancer patients. Assessment of tumor proliferation in a clinical setting is a highly subjective and labor-intensive task. Previous efforts to automate tumor proliferation assessment by image analysis only focused on mitosis detection in predefined tumor regions. However, in a real-world scenario, automatic mitosis detection should be performed in whole-slide images (WSIs) and an automatic method should be able to produce a tumor proliferation score given a WSI as input. To address this, we organized the TUmor Proliferation Assessment Challenge 2016 (TUPAC16) on prediction of tumor proliferation scores from WSIs. The challenge dataset consisted of 500 training and 321 testing breast cancer histopathology WSIs. In order to ensure fair and independent evaluation, only the ground truth for the training dataset was provided to the challenge participants. The first task of the challenge was to predict mitotic scores, i.e., to reproduce the manual method of assessing tumor proliferation by a pathologist. The second task was to predict the gene expression based PAM50 proliferation scores from the WSI. The best performing automatic method for the first task achieved a quadratic-weighted Cohen's kappa score of κ = 0.567, 95% CI [0.464, 0.671] between the predicted scores and the ground truth. For the second task, the predictions of the top method had a Spearman's correlation coefficient of r = 0.617, 95% CI [0.581 0.651] with the ground truth. This was the first comparison study that investigated tumor proliferation assessment from WSIs. The achieved results are promising given the difficulty of the tasks and weakly-labeled nature of the ground truth. However, further research is needed to improve the practical utility of image analysis methods for this task. © 2019","Final",,2-s2.0-85062515954
"Lope V., Toribio M.J., Pérez-Gómez B., Castelló A., Mena-Bravo A., Sierra M.Á., Lucas P., Herrán-Vidaurrázaga M.D.C., González-Vizcayno C., Pino M.N., Cruz-Campos I., Roca-Navarro M.J., Aragonés N., Romieu I., Martínez-Cortés M., Luque de Castro M.D., Pollán M.","12646305400;57207314304;12645618600;36460590900;55979336100;57207314476;57207314281;57207309662;36930492400;57207295911;57207301060;57207300269;6602534210;7006918513;57207303318;7101731978;56994316900;","Serum 25-hydroxyvitamin D and mammographic density in premenopausal Spanish women",2019,"Journal of Steroid Biochemistry and Molecular Biology",,"10.1016/j.jsbmb.2019.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062385016&doi=10.1016%2fj.jsbmb.2019.03.004&partnerID=40&md5=4f2cee06c20d2cf0e1702344ed17ad6e","The role of vitamin D in mammographic density is still unclear. This study examines the association between serum 25-hydroxyvitamin D (25(OH)D) and mammographic density, overall and by specific women characteristics. DDM-Madrid is a cross-sectional study that recruited 1403 premenopausal women in a breast radiodiagnosis unit of Madrid City Council. Information was collected with a questionnaire and plasma 25(OH)D was measured by solid-phase extraction on-line coupled to liquid chromatography–tandem mass spectrometry. Percent mammographic density was assessed using a semi-automated computer tool (DM-Scan). Multivariable linear regression models were used to quantify the associations, categorizing 25(OH)D levels (nmol/L) into 3 groups according to the cut-offs established by the US Endocrine Society. Models were adjusted for age, education, body mass index, age at menarche, parity, previous breast biopsies, family history of breast cancer, physical activity, energy intake, use of corticoids, hypercholesterolemia and day of sample extraction. Mean serum 25(OH)D level was 49.4 + 18.9 nmol/L. Women with sufficient concentrations of 25(OH)D showed a slight decrease in mammographic density (β &gt;75nmol/L =-3.40; p = 0.037). No differences were observed according to women characteristics except for parity, where the protective effect of 25(OH)D was only seen among nulliparous (β &gt;75nmol/L =-13.00; p-heterogeneity = 0.006). In light of the protective effect of vitamin D on mammographic density and the high prevalence of vitamin D insufficiency in our population, improving these levels could be an effective measure for the prevention of health problems related to the lack of this essential vitamin. © 2019 Elsevier Ltd","Final",,2-s2.0-85062385016
"Zgodic A., Schmid C.H., Olkin I., Trikalinos T.A.","57206187515;56762659800;7003974162;6602831030;","Different evidence summaries have implications for contextualizing findings of meta-analysis of diagnostic tests",2019,"Journal of Clinical Epidemiology",,"10.1016/j.jclinepi.2019.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061571325&doi=10.1016%2fj.jclinepi.2019.01.002&partnerID=40&md5=7ba77b6d310bb8a43cd12fbb34d89226","Objective: To evaluate diagnostic tests, analysts use meta-analyses to provide inputs to parameters in decision models. Choosing parameter estimands from meta-analyses requires understanding the meta-analytic and decision-making contexts. Study Design and Setting: We expand on an analysis comparing positron emission tomography (PET), PET with computed tomography (PET/CT), and conventional workup (CW) in women with suspected recurrent breast cancer. We discuss Bayesian meta-analytic summaries (posterior mean over a set of existing studies, posterior estimate in an existing study, posterior predictive mean in a new study) used to estimate diagnostic test parameters (prevalence, sensitivity, specificity) needed to calculate quality-adjusted life years in a decision model contextualizing PET, PET/CT, and CW. Results: The mean and predictive mean give similar estimates, but the latter displays greater uncertainty. Namely, PET/CT outperforms CW on average but may not do better than CW when implemented in future settings. Conclusion: Selecting estimands for decision model parameters from meta-analyses requires understanding the relationship between decision settings and meta-analysis studies' settings, specifically whether the former resemble one or all study settings or represents new settings. We provide an algorithm recommending appropriate estimands as input parameters in decision models for diagnostic tests to obtain output parameters consistent with the decision context. © 2019 Elsevier Inc.","Final",,2-s2.0-85061571325
"Fu S., Chen X., Lo H.-W., Lin J.","34871952900;57194681796;7202085352;55521731000;","Combined bazedoxifene and paclitaxel treatments inhibit cell viability, cell migration, colony formation, and tumor growth and induce apoptosis in breast cancer",2019,"Cancer Letters",,"10.1016/j.canlet.2019.01.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061062598&doi=10.1016%2fj.canlet.2019.01.026&partnerID=40&md5=88f35b922b0f78ebcd3d91924be9ed59","Breast cancer, especially triple-negative breast cancer (TNBC), has limited treatment options. We repurposed the FDA-approved drug bazedoxifene as a novel inhibitor of interleukin 6/glycoprotein 130 signaling. In this study, we investigated the inhibitory effects of bazedoxifene alone or in combination with paclitaxel on several estrogen receptor positive and TNBC cells. Bazedoxifene inhibited the cell viability of these cells, as well as tumor growth of TNBC cells in a xenograft tumor model. Furthermore, bazedoxifene combined with paclitaxel exhibited more potent inhibition of cell viability, colony formation, and cell migration and induced more apoptosis in vitro, and generated stronger inhibition of tumor growth of TNBC in vivo than either drug alone. Western blotting showed that bazedoxifene inhibited estrogen receptor positive breast cancer cells by suppressing the expression of estrogen receptor, Cyclin D1, p-P70S6K, Survivin, c-Myc, and Bcl-2, and bazedoxifene inhibited TNBC cells by inhibiting the expression of phosphorylated STAT3 (Tyr705) , Cyclin D1, p-P70S6K, c-Myc, p-AKT (Ser473) and p-ERK 1/2 (T202/Y 204) without changing the expression of total STAT3. When combined with paclitaxel, bazedoxifene may be a potential small molecule for the treatment of both estrogen receptor positive and triple-negative breast cancer. © 2019 Elsevier B.V.","Final",,2-s2.0-85061062598
"Park Y.-M.M., Steck S.E., Fung T.T., Merchant A.T., Elizabeth Hodgson M., Keller J.A., Sandler D.P.","55494365500;6603299350;7102715927;7102567847;57192876503;55436227100;35466461300;","Higher diet-dependent acid load is associated with risk of breast cancer: Findings from the sister study",2019,"International Journal of Cancer",,"10.1002/ijc.31889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058124855&doi=10.1002%2fijc.31889&partnerID=40&md5=8da3ba2f2b6876f1befada1f1f636eb5","Dietary factors that contribute to chronic low-grade metabolic acidosis have been linked to breast cancer risk, but to date no epidemiologic study has examined diet-dependent acid load and breast cancer. We used data from 43,570 Sister Study participants who completed a validated food frequency questionnaire at enrollment (2003–2009) and satisfied eligibility criteria. The Potential Renal Acid Load (PRAL) score was used to estimate diet-dependent acid load. Higher scores reflect greater consumption of protein and phosphorus, and lower consumption of potassium, calcium and magnesium. The association between PRAL and breast cancer was evaluated using multivariable Cox proportional hazards regression. We identified 1,614 invasive breast cancers diagnosed at least 1 year after enrollment (mean follow-up, 7.6 years). The highest PRAL quartile, reflecting greater acid-forming potential, was associated with increased risk of breast cancer (HR highest vs. lowest quartile : 1.21 [95% CI, 1.04–1.41], p trend = 0.04). The association was more pronounced for estrogen receptor (ER)-negative (HR highest vs. lowest quartile : 1.67 [95% CI, 1.07–2.61], p trend = 0.03) and triple-negative breast cancer (HR highest vs. lowest quartile : 2.20 [95% CI, 1.23–3.95], p trend = 0.02). Negative PRAL scores, representing consumption of alkaline diets, were associated with decreased risk of ER-negative and triple-negative breast cancer, compared to a PRAL score of 0 representing neutral pH. Higher diet-dependent acid load may be a risk factor for breast cancer while alkaline diets may be protective. Since PRAL scores are positively correlated with meat consumption and negatively correlated with fruit and vegetable intake, results also suggest that diets high in fruits and vegetables and low in meat may be protective against hormone receptor negative breast cancer. © 2018 UICC","Final",,2-s2.0-85058124855
